epoch,accuracy,loss,val_accuracy,val_loss
0,0.4375,1.0554921627044678,0.5625,0.9756531119346619
1,0.637499988079071,0.8274821043014526,0.5625,0.8011125922203064
2,0.8125,0.5457891225814819,0.75,0.5758047103881836
3,0.887499988079071,0.29240676760673523,0.9375,0.16499553620815277
4,0.9791666865348816,0.14966997504234314,1.0,0.1099504679441452
5,0.9916666746139526,0.08196603506803513,1.0,0.11149252206087112
6,1.0,0.054320044815540314,1.0,0.08858375996351242
7,1.0,0.0488373227417469,1.0,0.06439258903265
8,1.0,0.045032620429992676,1.0,0.04525784030556679
9,1.0,0.04381171613931656,1.0,0.08887333422899246
10,1.0,0.04034006968140602,1.0,0.05451228469610214
11,1.0,0.038399916142225266,1.0,0.05705513060092926
12,1.0,0.037560414522886276,1.0,0.06153322756290436
13,1.0,0.036444827914237976,1.0,0.05924335494637489
14,1.0,0.03479517251253128,1.0,0.04705452173948288
15,1.0,0.0342133454978466,1.0,0.03475075215101242
16,1.0,0.03321819379925728,1.0,0.047120291739702225
17,1.0,0.03212078660726547,1.0,0.03507469594478607
18,1.0,0.03107774816453457,1.0,0.0559002086520195
19,1.0,0.03071521781384945,1.0,0.057552143931388855
20,1.0,0.03015650436282158,1.0,0.040526680648326874
21,1.0,0.02921273373067379,1.0,0.044038884341716766
22,1.0,0.0285269133746624,1.0,0.0317746177315712
23,1.0,0.027913421392440796,1.0,0.04354047030210495
24,1.0,0.027419153600931168,1.0,0.0545082613825798
25,1.0,0.026887178421020508,1.0,0.043547555804252625
26,1.0,0.02615315467119217,1.0,0.04606615751981735
27,1.0,0.02591785416007042,1.0,0.04435965418815613
28,1.0,0.025113334879279137,1.0,0.04119066894054413
29,1.0,0.02457425370812416,1.0,0.028132902458310127
